Numer X Y H 
@4836 5593353.369 6576072.889 0.004 
@4837 5593353.369 6576072.939 0.003 
@4838 5593353.369 6576072.989 0.003 
@4839 5593353.369 6576073.039 0.003 
@484 5593350.769 6576070.739 -0.003 
@4840 5593353.369 6576073.089 0.004 
@4841 5593353.369 6576073.139 0.004 
@4842 5593353.369 6576073.189 0.004 
@4843 5593353.369 6576073.239 0.004 
@4844 5593353.369 6576073.289 0.004 
@4845 5593353.369 6576073.339 0.005 
@4846 5593353.369 6576073.389 0.005 
@4847 5593353.369 6576073.439 0.004 
@4848 5593353.369 6576073.489 0.004 
@4849 5593353.369 6576073.539 0.004 
@485 5593350.819 6576070.739 -0.002 
@4850 5593353.369 6576073.589 0.004 
@4851 5593353.369 6576073.639 0.005 
@4852 5593353.469 6576070.539 -0.002 
@4853 5593353.469 6576070.589 -0.002 
@4854 5593353.469 6576070.639 -0.001 
@4855 5593353.469 6576070.689 -0.001 
@4856 5593353.469 6576070.739 -0.002 
@4857 5593353.469 6576070.789 -0.001 
@4858 5593353.469 6576070.839 -0.001 
@4859 5593353.469 6576070.889 -0.001 
@486 5593350.869 6576070.739 -0.002 
@4860 5593353.469 6576070.939 -0.001 
@4861 5593353.469 6576070.989 -0.001 
@4862 5593353.469 6576071.039 -0.001 
@4863 5593353.469 6576071.089 -0.001 
@4864 5593353.469 6576071.139 -0.001 
@4865 5593353.469 6576071.189 -0.001 
@4866 5593353.469 6576071.239 0.000 
@4867 5593353.469 6576071.289 0.000 
@4868 5593353.469 6576071.339 0.000 
@4869 5593353.469 6576071.389 0.000 
@487 5593350.919 6576070.739 -0.002 
@4870 5593353.469 6576071.439 0.000 
@4871 5593353.469 6576071.489 0.000 
@4872 5593353.469 6576071.539 0.000 
@4873 5593353.469 6576071.589 0.000 
@4874 5593353.469 6576071.639 0.000 
@4875 5593353.469 6576071.689 -0.001 
@4876 5593353.469 6576071.739 -0.001 
@4877 5593353.469 6576071.789 -0.001 
@4878 5593353.469 6576071.839 -0.001 
@4879 5593353.469 6576071.889 0.000 
@488 5593350.969 6576070.739 -0.002 
@4880 5593353.469 6576071.939 0.001 
@4881 5593353.469 6576071.989 0.000 
@4882 5593353.469 6576072.039 0.000 
@4883 5593353.469 6576072.089 0.000 
@4884 5593353.469 6576072.139 0.001 
@4885 5593353.469 6576072.189 0.000 
@4886 5593353.469 6576072.239 -0.001 
@4887 5593353.469 6576072.289 0.000 
@4888 5593353.469 6576072.339 0.001 
@4889 5593353.469 6576072.389 0.000 
@489 5593351.019 6576070.739 -0.002 
@4890 5593353.469 6576072.439 0.000 
@4891 5593353.469 6576072.489 0.001 
@4892 5593353.469 6576072.539 0.001 
@4893 5593353.469 6576072.589 0.002 
@4894 5593353.469 6576072.639 0.002 
@4895 5593353.469 6576072.689 0.002 
@4896 5593353.469 6576072.739 0.002 
@4897 5593353.469 6576072.789 0.002 
@4898 5593353.469 6576072.839 0.003 
@4899 5593353.469 6576072.889 0.003 
@490 5593351.069 6576070.739 -0.002 
@4900 5593353.469 6576072.939 0.003 
@4901 5593353.469 6576072.989 0.003 
@4902 5593353.469 6576073.039 0.004 
@4903 5593353.469 6576073.089 0.004 
@4904 5593353.469 6576073.139 0.003 
@4905 5593353.469 6576073.189 0.004 
@4906 5593353.469 6576073.239 0.004 
@4907 5593353.469 6576073.289 0.004 
@4908 5593353.469 6576073.339 0.005 
@4909 5593353.469 6576073.389 0.005 
@491 5593351.119 6576070.739 -0.001 
@4910 5593353.469 6576073.439 0.004 
@4911 5593353.469 6576073.489 0.004 
@4912 5593353.469 6576073.539 0.004 
@4913 5593353.469 6576073.589 0.004 
@4914 5593353.469 6576073.639 0.004 
@4915 5593353.569 6576070.639 -0.002 
@4916 5593353.569 6576070.689 -0.002 
@4917 5593353.569 6576070.739 -0.002 
@4918 5593353.569 6576070.789 -0.002 
@4919 5593353.569 6576070.839 -0.002 
@492 5593351.169 6576070.739 -0.001 
@4920 5593353.569 6576070.889 -0.001 
@4921 5593353.569 6576070.939 -0.001 
@4922 5593353.569 6576070.989 -0.001 
@4923 5593353.569 6576071.039 -0.001 
@4924 5593353.569 6576071.089 -0.001 
@4925 5593353.569 6576071.139 -0.001 
@4926 5593353.569 6576071.189 -0.001 
@4927 5593353.569 6576071.239 0.000 
@4928 5593353.569 6576071.289 -0.001 
@4929 5593353.569 6576071.339 -0.001 
@493 5593351.219 6576070.739 -0.001 
@4930 5593353.569 6576071.389 -0.001 
@4931 5593353.569 6576071.439 0.000 
@4932 5593353.569 6576071.489 0.000 
@4933 5593353.569 6576071.539 -0.001 
@4934 5593353.569 6576071.589 0.000 
@4935 5593353.569 6576071.639 0.000 
@4936 5593353.569 6576071.689 0.000 
@4937 5593353.569 6576071.739 -0.001 
@4938 5593353.569 6576071.789 -0.001 
@4939 5593353.569 6576071.839 -0.001 
@494 5593351.269 6576070.739 -0.001 
@4940 5593353.569 6576071.889 -0.001 
@4941 5593353.569 6576071.939 -0.001 
@4942 5593353.569 6576071.989 -0.001 
@4943 5593353.569 6576072.039 -0.001 
@4944 5593353.569 6576072.089 -0.001 
@4945 5593353.569 6576072.139 0.000 
@4946 5593353.569 6576072.189 0.000 
@4947 5593353.569 6576072.239 0.000 
@4948 5593353.569 6576072.289 0.000 
@4949 5593353.569 6576072.339 0.001 
@495 5593351.319 6576070.739 -0.001 
@4950 5593353.569 6576072.389 0.001 
@4951 5593353.569 6576072.439 0.001 
@4952 5593353.569 6576072.489 0.001 
@4953 5593353.569 6576072.539 0.002 
@4954 5593353.569 6576072.589 0.001 
@4955 5593353.569 6576072.639 0.001 
@4956 5593353.569 6576072.689 0.002 
@4957 5593353.569 6576072.739 0.002 
@4958 5593353.569 6576072.789 0.002 
@4959 5593353.569 6576072.839 0.003 
@496 5593351.369 6576070.739 -0.002 
@4960 5593353.569 6576072.889 0.003 
@4961 5593353.569 6576072.939 0.004 
@4962 5593353.569 6576072.989 0.003 
@4963 5593353.569 6576073.039 0.003 
@4964 5593353.569 6576073.089 0.004 
@4965 5593353.569 6576073.139 0.004 
@4966 5593353.569 6576073.189 0.004 
@4967 5593353.569 6576073.239 0.004 
@4968 5593353.569 6576073.289 0.004 
@4969 5593353.569 6576073.339 0.004 
@497 5593351.419 6576070.739 -0.001 
@4970 5593353.569 6576073.389 0.004 
@4971 5593353.569 6576073.439 0.004 
@4972 5593353.569 6576073.489 0.004 
@4973 5593353.569 6576073.539 0.004 
@4974 5593353.569 6576073.589 0.004 
@4975 5593353.569 6576073.639 0.005 
@4976 5593353.669 6576070.639 -0.002 
@4977 5593353.669 6576070.689 -0.002 
@4978 5593353.669 6576070.739 -0.002 
@4979 5593353.669 6576070.789 -0.001 
@498 5593351.469 6576070.739 -0.001 
@4980 5593353.669 6576070.839 -0.001 
@4981 5593353.669 6576070.889 -0.001 
@4982 5593353.669 6576070.939 0.000 
@4983 5593353.669 6576070.989 0.000 
@4984 5593353.669 6576071.039 0.000 
@4985 5593353.669 6576071.089 -0.001 
@4986 5593353.669 6576071.139 -0.001 
@4987 5593353.669 6576071.189 0.000 
@4988 5593353.669 6576071.239 0.000 
@4989 5593353.669 6576071.289 0.000 
@499 5593351.519 6576070.739 -0.001 
@4990 5593353.669 6576071.339 0.000 
@4991 5593353.669 6576071.389 0.000 
@4992 5593353.669 6576071.439 0.000 
@4993 5593353.669 6576071.489 0.000 
@4994 5593353.669 6576071.539 0.000 
@4995 5593353.669 6576071.589 0.000 
@4996 5593353.669 6576071.639 0.000 
@4997 5593353.669 6576071.689 0.000 
@4998 5593353.669 6576071.739 -0.001 
@4999 5593353.669 6576071.789 0.000 
@500 5593351.569 6576070.739 0.000 
@5000 5593353.669 6576071.839 0.000 
@5001 5593353.669 6576071.889 0.000 
@5002 5593353.669 6576071.939 0.000 
@5003 5593353.669 6576071.989 0.000 
@5004 5593353.669 6576072.039 0.000 
@5005 5593353.669 6576072.089 0.000 
@5006 5593353.669 6576072.139 0.000 
@5007 5593353.669 6576072.189 0.000 
@5008 5593353.669 6576072.239 0.000 
@5009 5593353.669 6576072.289 0.001 
@501 5593351.619 6576070.739 0.000 
@5010 5593353.669 6576072.339 0.001 
@5011 5593353.669 6576072.389 0.001 
@5012 5593353.669 6576072.439 0.001 
@5013 5593353.669 6576072.489 0.001 
@5014 5593353.669 6576072.539 0.000 
@5015 5593353.669 6576072.589 0.002 
@5016 5593353.669 6576072.639 0.003 
@5017 5593353.669 6576072.689 0.003 
@5018 5593353.669 6576072.739 0.002 
@5019 5593353.669 6576072.789 0.003 
@502 5593351.669 6576070.739 -0.001 
@5020 5593353.669 6576072.839 0.004 
@5021 5593353.669 6576072.889 0.003 
@5022 5593353.669 6576072.939 0.003 
@5023 5593353.669 6576072.989 0.004 
@5024 5593353.669 6576073.039 0.004 
@5025 5593353.669 6576073.089 0.004 
@5026 5593353.669 6576073.139 0.004 
@5027 5593353.669 6576073.189 0.004 
@5028 5593353.669 6576073.239 0.004 
@5029 5593353.669 6576073.289 0.003 
@503 5593351.719 6576070.739 0.000 
@5030 5593353.669 6576073.339 0.002 
@5031 5593353.669 6576073.389 0.003 
@5032 5593353.669 6576073.439 0.004 
@5033 5593353.669 6576073.489 0.003 
@5034 5593353.669 6576073.539 0.003 
@5035 5593353.669 6576073.589 0.003 
@5036 5593353.669 6576073.639 0.004 
@5037 5593353.769 6576070.639 -0.001 
@5038 5593353.769 6576070.689 0.000 
@5039 5593353.769 6576070.739 0.000 
@504 5593351.769 6576070.739 0.000 
@5040 5593353.769 6576070.789 0.000 
@5041 5593353.769 6576070.839 0.000 
@5042 5593353.769 6576070.889 0.000 
@5043 5593353.769 6576070.939 0.000 
@5044 5593353.769 6576070.989 -0.001 
@5045 5593353.769 6576071.039 -0.001 
@5046 5593353.769 6576071.089 -0.001 
@5047 5593353.769 6576071.139 0.000 
@5048 5593353.769 6576071.189 0.000 
@5049 5593353.769 6576071.239 0.000 
@505 5593351.819 6576070.739 0.000 
@5050 5593353.769 6576071.289 0.000 
@5051 5593353.769 6576071.339 0.000 
@5052 5593353.769 6576071.389 0.000 
@5053 5593353.769 6576071.439 -0.001 
@5054 5593353.769 6576071.489 0.001 
@5055 5593353.769 6576071.539 0.002 
@5056 5593353.769 6576071.589 0.001 
@5057 5593353.769 6576071.639 0.000 
@5058 5593353.769 6576071.689 0.000 
@5059 5593353.769 6576071.739 0.000 
@506 5593351.869 6576070.739 0.000 
@5060 5593353.769 6576071.789 0.000 
@5061 5593353.769 6576071.839 0.000 
@5062 5593353.769 6576071.889 0.000 
@5063 5593353.769 6576071.939 0.000 
@5064 5593353.769 6576071.989 -0.001 
@5065 5593353.769 6576072.039 -0.001 
@5066 5593353.769 6576072.089 0.000 
@5067 5593353.769 6576072.139 0.000 
@5068 5593353.769 6576072.189 0.001 
@5069 5593353.769 6576072.239 0.001 
@507 5593351.919 6576070.739 0.001 
@5070 5593353.769 6576072.289 0.002 
@5071 5593353.769 6576072.339 0.003 
@5072 5593353.769 6576072.389 0.003 
@5073 5593353.769 6576072.439 0.002 
@5074 5593353.769 6576072.489 0.001 
@5075 5593353.769 6576072.539 0.001 
@5076 5593353.769 6576072.589 0.002 
@5077 5593353.769 6576072.639 0.002 
@5078 5593353.769 6576072.689 0.002 
@5079 5593353.769 6576072.739 0.001 
@508 5593351.969 6576070.739 0.001 
@5080 5593353.769 6576072.789 0.002 
@5081 5593353.769 6576072.839 0.003 
@5082 5593353.769 6576072.889 0.003 
@5083 5593353.769 6576072.939 0.003 
@5084 5593353.769 6576072.989 0.003 
@5085 5593353.769 6576073.039 0.003 
@5086 5593353.769 6576073.089 0.004 
@5087 5593353.769 6576073.139 0.004 
@5088 5593353.769 6576073.189 0.004 
@5089 5593353.769 6576073.239 0.004 
@509 5593352.019 6576070.739 0.001 
@5090 5593353.769 6576073.289 0.004 
@5091 5593353.769 6576073.339 0.004 
@5092 5593353.769 6576073.389 0.004 
@5093 5593353.769 6576073.439 0.004 
@5094 5593353.769 6576073.489 0.004 
@5095 5593353.769 6576073.539 0.005 
@5096 5593353.769 6576073.589 0.004 
@5097 5593353.769 6576073.639 0.003 
@5098 5593353.869 6576070.639 0.000 
@5099 5593353.869 6576070.689 -0.001 
@510 5593352.069 6576070.739 0.001 
@5100 5593353.869 6576070.739 -0.001 
@5101 5593353.869 6576070.789 -0.001 
@5102 5593353.869 6576070.839 0.000 
@5103 5593353.869 6576070.889 0.000 
@5104 5593353.869 6576070.939 0.000 
@5105 5593353.869 6576070.989 0.000 
@5106 5593353.869 6576071.039 -0.001 
@5107 5593353.869 6576071.089 -0.001 
@5108 5593353.869 6576071.139 -0.001 
@5109 5593353.869 6576071.189 0.000 
@511 5593352.119 6576070.739 0.001 
@5110 5593353.869 6576071.239 0.000 
@5111 5593353.869 6576071.289 0.000 
@5112 5593353.869 6576071.339 0.000 
@5113 5593353.869 6576071.389 0.000 
@5114 5593353.869 6576071.439 -0.001 
@5115 5593353.869 6576071.489 0.000 
@5116 5593353.869 6576071.539 0.001 
@5117 5593353.869 6576071.589 0.001 
@5118 5593353.869 6576071.639 0.001 
@5119 5593353.869 6576071.689 0.000 
@512 5593352.169 6576070.739 0.002 
@5120 5593353.869 6576071.739 0.000 
@5121 5593353.869 6576071.789 0.000 
@5122 5593353.869 6576071.839 0.000 
@5123 5593353.869 6576071.889 0.001 
@5124 5593353.869 6576071.939 0.001 
@5125 5593353.869 6576071.989 0.001 
@5126 5593353.869 6576072.039 0.000 
@5127 5593353.869 6576072.089 0.001 
@5128 5593353.869 6576072.139 0.001 
@5129 5593353.869 6576072.189 0.001 
@513 5593352.219 6576070.739 0.002 
@5130 5593353.869 6576072.239 0.001 
@5131 5593353.869 6576072.289 0.002 
@5132 5593353.869 6576072.339 0.002 
@5133 5593353.869 6576072.389 0.002 
@5134 5593353.869 6576072.439 0.002 
@5135 5593353.869 6576072.489 0.002 
@5136 5593353.869 6576072.539 0.002 
@5137 5593353.869 6576072.589 0.003 
@5138 5593353.869 6576072.639 0.003 
@5139 5593353.869 6576072.689 0.003 
@514 5593352.269 6576070.739 0.002 
@5140 5593353.869 6576072.739 0.002 
@5141 5593353.869 6576072.789 0.003 
@5142 5593353.869 6576072.839 0.003 
@5143 5593353.869 6576072.889 0.004 
@5144 5593353.869 6576072.939 0.004 
@5145 5593353.869 6576072.989 0.004 
@5146 5593353.869 6576073.039 0.004 
@5147 5593353.869 6576073.089 0.004 
@5148 5593353.869 6576073.139 0.005 
@5149 5593353.869 6576073.189 0.005 
@515 5593352.319 6576070.739 0.002 
@5150 5593353.869 6576073.239 0.005 
@5151 5593353.869 6576073.289 0.004 
@5152 5593353.869 6576073.339 0.004 
@5153 5593353.869 6576073.389 0.004 
@5154 5593353.869 6576073.439 0.005 
@5155 5593353.869 6576073.489 0.005 
@5156 5593353.869 6576073.539 0.005 
@5157 5593353.869 6576073.589 0.004 
@5158 5593353.869 6576073.639 0.004 
@5159 5593353.969 6576070.639 -0.001 
@516 5593352.369 6576070.739 0.001 
@5160 5593353.969 6576070.689 -0.001 
@5161 5593353.969 6576070.739 0.000 
@5162 5593353.969 6576070.789 0.000 
@5163 5593353.969 6576070.839 0.000 
@5164 5593353.969 6576070.889 0.000 
@5165 5593353.969 6576070.939 0.000 
@5166 5593353.969 6576070.989 0.000 
@5167 5593353.969 6576071.039 0.000 
@5168 5593353.969 6576071.089 0.001 
@5169 5593353.969 6576071.139 0.001 
@517 5593352.419 6576070.739 0.001 
@5170 5593353.969 6576071.189 0.001 
@5171 5593353.969 6576071.239 0.002 
@5172 5593353.969 6576071.289 0.001 
@5173 5593353.969 6576071.339 0.001 
@5174 5593353.969 6576071.389 0.001 
@5175 5593353.969 6576071.439 0.002 
@5176 5593353.969 6576071.489 0.001 
@5177 5593353.969 6576071.539 0.001 
@5178 5593353.969 6576071.589 0.001 
@5179 5593353.969 6576071.639 0.001 
@518 5593352.469 6576070.739 0.001 
@5180 5593353.969 6576071.689 0.001 
@5181 5593353.969 6576071.739 0.001 
@5182 5593353.969 6576071.789 0.001 
@5183 5593353.969 6576071.839 0.001 
@5184 5593353.969 6576071.889 0.001 
@5185 5593353.969 6576071.939 0.002 
@5186 5593353.969 6576071.989 0.001 
@5187 5593353.969 6576072.039 0.001 
@5188 5593353.969 6576072.089 0.001 
@5189 5593353.969 6576072.139 0.001 
@519 5593352.519 6576070.739 0.002 
@5190 5593353.969 6576072.189 0.002 
@5191 5593353.969 6576072.239 0.002 
@5192 5593353.969 6576072.289 0.002 
@5193 5593353.969 6576072.339 0.002 
@5194 5593353.969 6576072.389 0.002 
@5195 5593353.969 6576072.439 0.002 
@5196 5593353.969 6576072.489 0.003 
@5197 5593353.969 6576072.539 0.003 
@5198 5593353.969 6576072.589 0.003 
@5199 5593353.969 6576072.639 0.003 
@520 5593352.569 6576070.739 0.002 
@5200 5593353.969 6576072.689 0.003 
@5201 5593353.969 6576072.739 0.003 
@5202 5593353.969 6576072.789 0.003 
@5203 5593353.969 6576072.839 0.003 
@5204 5593353.969 6576072.889 0.003 
@5205 5593353.969 6576072.939 0.003 
@5206 5593353.969 6576072.989 0.004 
@5207 5593353.969 6576073.039 0.004 
@5208 5593353.969 6576073.089 0.004 
@5209 5593353.969 6576073.139 0.004 
@521 5593352.619 6576070.739 0.002 
@5210 5593353.969 6576073.189 0.005 
@5211 5593353.969 6576073.239 0.005 
@5212 5593353.969 6576073.289 0.005 
@5213 5593353.969 6576073.339 0.006 
@5214 5593353.969 6576073.389 0.005 
@5215 5593353.969 6576073.439 0.005 
@5216 5593353.969 6576073.489 0.005 
@5217 5593353.969 6576073.539 0.005 
@5218 5593353.969 6576073.589 0.005 
@5219 5593353.969 6576073.639 0.005 
@522 5593352.669 6576070.739 0.002 
@5220 5593354.069 6576070.639 0.001 
@5221 5593354.069 6576070.689 0.001 
@5222 5593354.069 6576070.739 0.001 
@5223 5593354.069 6576070.789 0.001 
@5224 5593354.069 6576070.839 0.001 
@5225 5593354.069 6576070.889 0.001 
@5226 5593354.069 6576070.939 0.001 
@5227 5593354.069 6576070.989 0.001 
@5228 5593354.069 6576071.039 0.000 
@5229 5593354.069 6576071.089 0.001 
@523 5593352.719 6576070.739 0.002 
@5230 5593354.069 6576071.139 0.002 
@5231 5593354.069 6576071.189 0.002 
@5232 5593354.069 6576071.239 0.002 
@5233 5593354.069 6576071.289 0.002 
@5234 5593354.069 6576071.339 0.002 
@5235 5593354.069 6576071.389 0.002 
@5236 5593354.069 6576071.439 0.002 
@5237 5593354.069 6576071.489 0.002 
@5238 5593354.069 6576071.539 0.002 
@5239 5593354.069 6576071.589 0.002 
@524 5593352.769 6576070.739 0.002 
@5240 5593354.069 6576071.639 0.003 
@5241 5593354.069 6576071.689 0.003 
@5242 5593354.069 6576071.739 0.002 
@5243 5593354.069 6576071.789 0.002 
@5244 5593354.069 6576071.839 0.002 
@5245 5593354.069 6576071.889 0.002 
@5246 5593354.069 6576071.939 0.002 
@5247 5593354.069 6576071.989 0.001 
@5248 5593354.069 6576072.039 0.001 
@5249 5593354.069 6576072.089 0.001 
@525 5593352.819 6576070.739 0.001 
@5250 5593354.069 6576072.139 0.001 
@5251 5593354.069 6576072.189 0.002 
@5252 5593354.069 6576072.239 0.003 
@5253 5593354.069 6576072.289 0.003 
@5254 5593354.069 6576072.339 0.003 
@5255 5593354.069 6576072.389 0.003 
@5256 5593354.069 6576072.439 0.003 
@5257 5593354.069 6576072.489 0.003 
@5258 5593354.069 6576072.539 0.003 
@5259 5593354.069 6576072.589 0.003 
@526 5593352.869 6576070.739 0.000 
@5260 5593354.069 6576072.639 0.004 
@5261 5593354.069 6576072.689 0.004 
@5262 5593354.069 6576072.739 0.004 
@5263 5593354.069 6576072.789 0.004 
@5264 5593354.069 6576072.839 0.004 
@5265 5593354.069 6576072.889 0.004 
@5266 5593354.069 6576072.939 0.005 
@5267 5593354.069 6576072.989 0.004 
@5268 5593354.069 6576073.039 0.004 
@5269 5593354.069 6576073.089 0.005 
@527 5593352.919 6576070.739 0.000 
@5270 5593354.069 6576073.139 0.005 
@5271 5593354.069 6576073.189 0.005 
@5272 5593354.069 6576073.239 0.005 
@5273 5593354.069 6576073.289 0.004 
@5274 5593354.069 6576073.339 0.003 
@5275 5593354.069 6576073.389 0.004 
@5276 5593354.069 6576073.439 0.005 
@5277 5593354.069 6576073.489 0.006 
@5278 5593354.069 6576073.539 0.007 
@5279 5593354.069 6576073.589 0.006 
@528 5593352.969 6576070.739 0.000 
@5280 5593354.069 6576073.639 0.006 
@5281 5593354.169 6576070.639 0.002 
@5282 5593354.169 6576070.689 0.001 
@5283 5593354.169 6576070.739 0.001 
@5284 5593354.169 6576070.789 0.002 
@5285 5593354.169 6576070.839 0.002 
@5286 5593354.169 6576070.889 0.002 
@5287 5593354.169 6576070.939 0.001 
@5288 5593354.169 6576070.989 0.001 
@5289 5593354.169 6576071.039 0.001 
@529 5593353.019 6576070.739 -0.001 
@5290 5593354.169 6576071.089 0.002 
@5291 5593354.169 6576071.139 0.002 
@5292 5593354.169 6576071.189 0.002 
@5293 5593354.169 6576071.239 0.002 
@5294 5593354.169 6576071.289 0.002 
@5295 5593354.169 6576071.339 0.002 
@5296 5593354.169 6576071.389 0.002 
@5297 5593354.169 6576071.439 0.003 
@5298 5593354.169 6576071.489 0.002 
@5299 5593354.169 6576071.539 0.002 
@530 5593353.069 6576070.739 -0.002 
@5300 5593354.169 6576071.589 0.002 
@5301 5593354.169 6576071.639 0.002 
@5302 5593354.169 6576071.689 0.002 
@5303 5593354.169 6576071.739 0.002 
@5304 5593354.169 6576071.789 0.002 
@5305 5593354.169 6576071.839 0.002 
@5306 5593354.169 6576071.889 0.002 
@5307 5593354.169 6576071.939 0.002 
@5308 5593354.169 6576071.989 0.002 
@5309 5593354.169 6576072.039 0.002 
@531 5593353.119 6576070.739 -0.002 
@5310 5593354.169 6576072.089 0.002 
@5311 5593354.169 6576072.139 0.002 
@5312 5593354.169 6576072.189 0.003 
@5313 5593354.169 6576072.239 0.003 
@5314 5593354.169 6576072.289 0.004 
@5315 5593354.169 6576072.339 0.004 
@5316 5593354.169 6576072.389 0.003 
@5317 5593354.169 6576072.439 0.002 
@5318 5593354.169 6576072.489 0.003 
@5319 5593354.169 6576072.539 0.004 
@532 5593353.169 6576070.739 -0.002 
@5320 5593354.169 6576072.589 0.004 
@5321 5593354.169 6576072.639 0.004 
@5322 5593354.169 6576072.689 0.004 
@5323 5593354.169 6576072.739 0.004 
@5324 5593354.169 6576072.789 0.005 
@5325 5593354.169 6576072.839 0.005 
@5326 5593354.169 6576072.889 0.005 
@5327 5593354.169 6576072.939 0.005 
@5328 5593354.169 6576072.989 0.005 
@5329 5593354.169 6576073.039 0.006 
@533 5593353.219 6576070.739 -0.002 
@5330 5593354.169 6576073.089 0.005 
@5331 5593354.169 6576073.139 0.005 
@5332 5593354.169 6576073.189 0.005 
@5333 5593354.169 6576073.239 0.005 
@5334 5593354.169 6576073.289 0.005 
@5335 5593354.169 6576073.339 0.005 
@5336 5593354.169 6576073.389 0.006 
@5337 5593354.169 6576073.439 0.006 
